lab_name,testcode,name,addnames,paneldetails,panelnames,posttests,preparment,kind,limitations,vessel,color,volume,bloodamount,pretransportconditions,transportconditions,maxtime,addressee,testpurpose,clinicalinfo,method,processingtime,specialdays,outtermonitoring,pricecode,comments
המעבדה המרכזית לביוכימיה קלינית,802021950,Urea Nitrogen urine/24 hr,,,,,"אסוף שתן במשך 24 לתוך הכלי ללא חומר משמר. ערבב את השתן בכלי האסוף. העבר דגימה בנפח של כ- 5 מ""ל מכלי האסוף לתוך מבחנת פלסטיק מתאימה .",שתן,יש לשמור את השתן בקירור למשך כל זמן האיסוף. יש להזמין בדיקה זאת יחד עם בדיקת  Urea Nirogen urine,חישוב‏,yellow,,,,,,מוקד מעבדות,בדיקת תפקודי כליה‏,…..,האוריאה בדגימה עוברת הידרוליזה בנוכחות אוריאז. התוצרים המתקבלים הם אמוניה ודו תחמוצת הפחמן. בנוכחות גלוטמט דהידרוגנז ו- NADH מגיבה האמוניה עם חומצה אלפאקטוגלוטרית. נמדד המעבר של NADH ל- NAD באורך גל של 340 ננומטר. (Advia 1650,4 שעות,מבוצע 7 ימים בשבוע במשמרת בוקר,לא רלונטי לחישוב,84540,
המעבדה המרכזית לביוכימיה קלינית,802021040,Urea Nitrogen urine,UUN,,,,,שתן,,מבחנת וקוטיינר ללא תוספים וללא ג'ל‏,yellow,"1 מ""ל ","5 מ""ל ‏"," 7 ימים בקירור
1 חודשים בהקפאה",גורמי פנים: טמפ החדר. גורמי חוץ בקירור,,מוקד מעבדות,בדיקת תפקודי כליה‏,,האוריאה בדגימה עוברת הידרוליזה בנוכחות אוריאז. התוצרים המתקבלים הם אמוניה ודו תחמוצת הפחמן. בנוכחות גלוטמט דהידרוגנז ו- NADH מגיבה האמוניה עם חומצה אלפאקטוגלוטרית. נמדד המעבר של NADH ל- NAD באורך גל של 340 ננומטר. (Advia 1650,4 שעות,מבוצע 7 ימים בשבוע במשמרת בוקר,"EQAS, CAP",,
המעבדה המרכזית לביוכימיה קלינית,802021010,Blood Urea Nitrogen stat,BUN,,,,,"גורמי פנים: דם
גורמי חוץ: פסמה",לא נתן לקבוע BUN בדגימה המוליטית מאד (3+). תוצאה שתתקבל בדגימה כזו תבוטל. איקטרוס וליפמיה אינם מפריעים.‏,מבחנת וקוטינר עם ליתיום הפרין‏,green,"0.5 מ""ל פלסמה (1 מ""ל דם מלא)‏","1 מ""ל פלסמה (2 מ""ל דם מלא)‏",4 שעות,גורמי פנים: טמפ החדר. גורמי חוץ בקירור,יש לסרכז תוך שעתיים מלקיחה,היחידה לבדיקות דחופות של המעבדה המרכזית,"בדיקת תפקודי כליה, הערכת מטבוליזם החלבון של הנבדק‏","עליה בסרום נצפית ב-:1. פעילות כליה לקויה. 2. כל סבה לירידת זרימת הדם דרך הכליה תגרום לעלית רמת BUN בסרום. לדוגמא- אי ספיקת לב, ירידה ברמת מיום הגוף בשל הזעת יתר,שלשולים והקאות. 3. חסימה בדרכי השתן. במצב זה היחס של BUN לקריאטינין עולה על היחס הנורמלי של 10:1 4. פרוק חלבונים מוגבר. רמת הקריאטינין במקרים אלו תשאר תקינה. מקרים כאלו הם דמומים במערכת העכול, התקף לב אקוטי, עקה.
ירידה בסרום נצפית ב-:
1. נזק כבדי חמור כתוצאה מהרעלה או הפטיטיס וכו. 2. יצור מוגבר של חלבונים- בהריון מתקדם, בינקות  ובאקרומגליה.3 דיאטה דלת חלבון ועתירת פחמימות. 4. הזנה תוך ורידית 5. ספיגה פגומה (צליאק). 6. סינדרום נפרוטי (אצל חלק מן החולים).‏",האוריאה בדגימה עוברת הידרוליזה בנוכחות אוריאז. התוצרים המתקבלים הם אמוניה ודותחמוצת הפחמן. בנוכחות גלוטמט דהידרוגנז ו- NADH מגיבה האמוניה עם חומצה אלפאקטוגלוטרית. נמדד המעבר של NADH ל- NAD באורך גל של 340 ננומטר. (Advia 1650),1 שעות,24/7,"EQAS, CAP",84520,
גסטרואנטרולוגיה,802013860,STOOL ELECTROLYTES AND OGMOTIC GAP,"STOOL Na, STOOL K, STOOL OSMOLALITY",,,,הצואה צריכה להיות טריה ו/או להשמר בקרור עד שליחתה. יש להקפיד שהצואה לא תהיה מזוהמת בשתן.,צואה,הבדיקה היא של דגימה אקראית‏. אי אפשר לחשב איבוד אלקטרוליטים לאורך זמן.,"מבחנת 30 מ""ל עם כפית‏",-- No Color assigned --,5 gr צואה‏,ללא,קירור,קירור,8 שעות,המעבדה הגסטרואנטרולוגית,מדידת ריכוז האלקטרוליטים בצואה. חישוב הפער האוסמוטי של הצואה,"במ‏קרי שלשול מסוימים יש צורך לדעת האם מקור השלשול הוא עקב תת ספיגה, או נטילת חומרים פעילים אוסמוטית (בחלק מהמקרים - שלשול אוסמוטי) או עקב פעילות הורמונים של מערכת העיכול, הפרשת פקטורים תאיים או פעילות תאי דלקת (בחלק מהמקרים - שלשול סקרטורי). ע""י קביעת ריכוז אשלגן ונתרן ומדידת אוסמולליות נוזל הצואה אפשר לקבוע האם המדובר בשלשול אוסמוטי או סקרטורי.","צנטריפוגציה של הצואה (אם היא נוזלית, או הוספת מים), ערבוב והכנת נוזל צלול‏. בדיקת ריכוז K ו- Na וחישוב הפער האוסמוטי. OSMOTIC GAP =  (NA+K)x2
",8 שעות,לא,ללא,2 x L4298 + 83935,
המעבדה המרכזית לביוכימיה קלינית,802012010,Ketone - blood,,,,,,"גורמי פנים: דם
גורמי חוץ: פסמה",,מבחנת וקוטינר עם ליתיום הפרין‏,green,"0.5 מ""ל פלסמה (1 מ""ל דם מלא)‏","1 מ""ל פלסמה (2 מ""ל דם מלא)‏",4 שעות,גורמי פנים: טמפ החדר. גורמי חוץ בקירור,יש לסרכז תוך שעתיים מלקיחה,היחידה לבדיקות דחופות של המעבדה המרכזית,ניתור חולים סרכתיים,בדיקת קטונים היא חלק מבירור הפרעה במאזן חומצה-בסיס בדם. מדידת קטונים בדם מתבצעת במטופלים סוכרתיים עם חשש לחמצת קטוטית סוכרתית (Diabetic ketoacidosis -DKA).,פוטומטריה,1 שעות,24/7,CAP,82010,
המעבדה ההמטולוגית,801024040,Eosinophils - urine,,,,,,שתן,,מבחנת לדגימת שתן,מבחנת לדגימת שתן,"2 מ""ל‏",,טמפרטורת החדר,טמפרטורת החדר,עד שעתיים,המעבדה ההמטולוגית,בדיקת אוזינופילים בשתן‏,הבדיקה משמשת להערכת נזק כלייתי,מיקרוסקופיה של משטח צבוע‏,1 ימים,"הבדיקה מבוצעת בזמני פעילות שגרה בלבד, ולא בערבים, סופ""ש או חגים",CAO-SCM,,
המעבדה המרכזית לביוכימיה קלינית,800274010,Oxcarbazepine Metabolite,"10-Hydroxycarbazepine, Trileptin",,,,יש לקחת דם מהנבדק באמצעות מבחנת הוקוטיינר לפני מתן תרופה,"גורמי פנים: דם
גורמי חוץ: סרום",,מבחנת וקוטיינר ללא תוספים וללא ג'ל‏,red," 0.5מ""ל סרום (1 מ""ל דם מלא)‏"," 4 מ""ל סרום (7 מ""ל דם מלא)‏"," 24 שעות בקירור
30 ימים בהקפאה",גורמי פנים: טמפ החדר. גורמי חוץ בהקפאה,יש לסרכז תוך שעתיים מלקיחה,"
מוקד מעבדות
","ניטור רמות התרופה בדם כדי לשמור על רמה תרפויטית של התרופה, הערכת אפשרות של טוקסיות.‏","טיפול בתרופות אנטי אפילפטיות מוריד שכיחות הופעת התקפים אפילפטיים לפעמים אפילו מונע התקפים. בחירת טיפול בדרך כלל מותאמת למטופל באופן פרטני בהתאם למצב בריאותי, תרופות קבועות ועוד.ברוב המקרים מטופלים מקבלים טיפול תרופתי במשך כל החיים לכן יש חשיבות רבה לקביעת סוג התרופה ורמתה בדם.",LC-MS,שבועיים,לא,CAP,80299,
המעבדה המרכזית לביוכימיה קלינית,800273010,Lacosamide,Vimpat,,,,יש לקחת דם מהנבדק באמצעות מבחנת הוקוטיינר לפני מתן תרופה,"גורמי פנים: דם
גורמי חוץ: סרום",,מבחנת וקוטיינר ללא תוספים וללא ג'ל‏,red," 0.5מ""ל סרום (1 מ""ל דם מלא)‏"," 4 מ""ל סרום (7 מ""ל דם מלא)‏"," 24 שעות בקירור
30 ימים בהקפאה",גורמי פנים: טמפ החדר. גורמי חוץ בהקפאה,יש לסרכז תוך שעתיים מלקיחה,"
מוקד מעבדות
","ניטור רמות התרופה בדם כדי לשמור על רמה תרפויטית של התרופה, הערכת אפשרות של טוקסיות.‏","טיפול בתרופות אנטי אפילפטיות מוריד שכיחות הופעת התקפים אפילפטיים לפעמים אפילו מונע התקפים. בחירת טיפול בדרך כלל מותאמת למטופל באופן פרטני בהתאם למצב בריאותי, תרופות קבועות ועוד.ברוב המקרים מטופלים מקבלים טיפול תרופתי במשך כל החיים לכן יש חשיבות רבה לקביעת סוג התרופה ורמתה בדם.",LC-MS,שבועיים,לא,CAP,80299,
המעבדה המרכזית לביוכימיה קלינית,800258010,Lamotrigine,Lamictal,,,," על החולה להיות נקי מן התרופות הבאות: כלורפרופאמיד, פלקאיניד ומתהקוולון.‏","גורמי פנים: דם
גורמי חוץ: סרום",,מבחנת וקוטיינר ללא תוספים וללא ג'ל‏,Autoaccess blue other Peach,"0.5 מ""ל סרום (1 מ""ל דם מלא)‏","4 מ""ל סרום
 (7 מ""ל דם מלא)‏","7 ימים בקירור
1 חודשים בהקפאה","7 ימים בקירור
1 חודשים בהקפאה",יש לסרכז תוך שעתיים מלקיחה ,מוקד מעבדות,"ניטור רמת התרופה בדם, הערכת שתוף הפעולה של המטופל‏",למוטריג'ין הוא תרופה אנטיאפילפטית  שהוכיחה עצמה אצל חולים שהתקפי המחלה לא הופסקו כליל על ידי התרופות המקובלות. בשנת 2004 אושרה התרופה על ידי ה-FDA גם לצורך טפול במצבי דכאון שונים. הרמה בפלסמה מגיעה לשיא כשתי שעות לאחר נטילת התרופה דרך הפה. זמן מחצית החיים של התרופה הוא 100-10 שעות.‏,ספקטרופוטומטריה ,4 ימים,לא,CAP,80299,
המעבדה ההמטולוגית,800251010,"Rivaroxaban (Xarelto), quantitative - blood",,,,,,דם היקפי,,מבחנה וקוטינר עם Na citrate‏,כחול,דם עד הקו‏,,טמפרטורת החדר,טמפרטורת החדר,שעתיים,המעבדה ההמטולוגית,בדיקה לניטור ריברוקסבן (קסרלטו),ריברוקסבן הוא נוגד קרישה מקבוצת ה DOAC. הבדיקה משמשת לקביעת רמתו בדם,הבדיקה מבוצעת במכשיר קרישה,שעתיים,"הבדיקה מבוצעת על בסיס 24/7, יש צורך באישור המטולוג",ECAT - Anticoagulants,,
גסטרואנטרולוגיה,800212010,Remicade Ab,Infliximab - Remicade,,,,ללא ,דם,ללא,מבחנת ג'ל פקק כתום‏,orange,0.5 ml,0.5 ml,קירור,קירור,4 ימים,מוקד מעבדות,בדיקת המצאות נוגדנים כנגד התרופה Remicade - Infliximab‏,"Infliximab - Remicade – הינו נוגדן מונוקלונלי כנגד TNF alpha המשמש לטיפול במחלות אוטואימוניות. TNF alpha הינו ציטוקין פרו-דלקתי המשחק תפקיד ראשי במחלות דלקתיות כרוניות ואקוטיות. תכשירים ביולוגיים (חוסמי TNF alpha) משמשים כטיפול במחלות מעי דלקתיות, מחלות עור ומחלות ריאומטולוגיות. בשיעור לא מבוטל מהמטופלים בתכשירים הביולוגיים, מופיע בשלב מסוים אובדן תגובה לטיפול. אובדן תגובה זה יכול לנבוע מפרוק מוגבר של התרופה בדם ובעקבות הופעת נוגדנים הומנים כנגד התרופה (תגובה אימונוגנית). לכן בדיקות לניטור התרופה והימצאות נוגדנים בדם כנגד התרופה הן כיום הכרחיות להתאמת טיפול אופטימאלי ומניעת אובדן תגובה לתרופה.‏",אלייזה‏,21 יום,לא,ללא,80101,
גסטרואנטרולוגיה,800211010,Humira Ab,Adalimumab - Ab; יומירה נוגדנים; יומירה איכותי,,,,ללא ,דם,ללא,מבחנת ג'ל פקק כתום‏,orange,0.5 ml,0.5 ml,קירור,קירור,4 ימים,מוקד מעבדות/מוקד נוזלי גוף,ניטור נוגדנים לתרופה אדלימומאב בדם‏,"Adalimumab - Humira - הינו נוגדן מונוקלונלי כנגד TNF alpha המשמש לטיפול במחלות אוטואימוניות.  TNF alpha הינו ציטוקין פרו-דלקתי המשחק תפקיד ראשי במחלות דלקתיות כרוניות ואקוטיות. תכשירים ביולוגיים (חוסמי TNF alpha) משמשים כטיפול במחלות מעי דלקתיות, מחלות עור ומחלות ריאומטולוגיות. בשיעור לא מבוטל מהמטופלים בתכשירים הביולוגיים, מופיע בשלב מסוים אובדן תגובה לטיפול. אובדן תגובה זה יכול לנבוע מפרוק מוגבר של התרופה בדם ובעקבות הופעת נוגדנים הומנים כנגד התרופה (תגובה אימונוגנית). לכן בדיקות לניטור התרופה והימצאות נוגדנים בדם כנגד התרופה הן כיום הכרחיות להתאמת טיפול אופטימאלי ומניעת אובדן תגובה לתרופה.‏",אלייזה‏,21 יום,לא,ללא,80101,
גסטרואנטרולוגיה,800209010,Humira Drug level,Adalimumab - drug; יומירה רמת תרופה; יומירה כמותי,,,,הבדיקה נלקחת בדרך כלל למדידת רמת שפל של התרופה‏ (לפני קבלת טיפול),דם,ללא,מבחנת ג'ל פקק כתום‏,orange,0.5 ml,0.5 ml,קירור,קירור,4 ימים,מוקד מעבדות/מוקד נוזלי גוף,ניטור רמת תרופה בדם‏,"Adalimumab - Humira - הינו נוגדן מונוקלונלי כנגד TNF alpha המשמש לטיפול במחלות אוטואימוניות.  TNF alpha הינו ציטוקין פרו-דלקתי המשחק תפקיד ראשי במחלות דלקתיות כרוניות ואקוטיות. תכשירים ביולוגיים (חוסמי TNF alpha) משמשים כטיפול במחלות מעי דלקתיות, מחלות עור ומחלות ריאומטולוגיות. בשיעור לא מבוטל מהמטופלים בתכשירים הביולוגיים, מופיע בשלב מסוים אובדן תגובה לטיפול. אובדן תגובה זה יכול לנבוע מפרוק מוגבר של התרופה בדם ובעקבות הופעת נוגדנים הומנים כנגד התרופה (תגובה אימונוגנית). לכן בדיקות לניטור התרופה והימצאות נוגדנים בדם כנגד התרופה הן כיום הכרחיות להתאמת טיפול אופטימאלי ומניעת אובדן תגובה לתרופה.‏",אלייזה‏,8 שעות,לא,ללא,80299,
גסטרואנטרולוגיה,800207010,Remicade Drug level,Infliximab - Remicade,,,,הבדיקה נלקחת בדרך כלל למדידת רמת שפל של התרופה‏ (לפני קבלת טיפול),דם,ללא,מבחנת ג'ל פקק כתום‏,orange,0.5 ml,0.5 ml,קירור,קירור,4 ימים,מוקד מעבדות,ניטור רמת תרופה בדם‏,"Infliximab - Remicade – הינו נוגדן מונוקלונלי כנגד TNF alpha המשמש לטיפול במחלות אוטואימוניות. TNF alpha הינו ציטוקין פרו-דלקתי המשחק תפקיד ראשי במחלות דלקתיות כרוניות ואקוטיות. תכשירים ביולוגיים (חוסמי TNF alpha) משמשים כטיפול במחלות מעי דלקתיות, מחלות עור ומחלות ריאומטולוגיות. בשיעור לא מבוטל מהמטופלים בתכשירים הביולוגיים, מופיע בשלב מסוים אובדן תגובה לטיפול. אובדן תגובה זה יכול לנבוע מפרוק מוגבר של התרופה בדם ובעקבות הופעת נוגדנים הומנים כנגד התרופה (תגובה אימונוגנית). לכן בדיקות לניטור התרופה והימצאות נוגדנים בדם כנגד התרופה הן כיום הכרחיות להתאמת טיפול אופטימאלי ומניעת אובדן תגובה לתרופה.‏",אלייזה,21 יום,לא,ללא,80299,
המעבדה המרכזית לביוכימיה קלינית,800201010,Voriconazole‏,,,,,…..,"גורמי פנים: דם
גורמי חוץ: פלסמה",,מבחנת K2EDTA או K3EDTA,Autoaccess Orange other Violet,"3 מ""ל דם ‏",לא רלוונטי,28 ימים בקירור 1 חודשים בהקפאה ,גורמי פנים: טמפ החדר. גורמי חוץ בקרור,יש לסרכז תוך שעתיים מלקיחה,מוקד מעבדות,ניטור רמות Voriconazole‏,"ווריקונאזול מיועדת לטיפול בזיהומים פטריתיים חמורים, כגון: אספרגילוזיס (aspergillosis), סקדוספוריום (Scedosporium) ופוסאריום (Fusarium), או זיהומים שהיו עמידים לטיפול קודם בפלוקונאזול. זיהומים אלו פוגעים בעיקר בחולים מדוכאי חיסון, כמו חולי איידס, חולי סרטן המקבלים טיפולים כימותרפיים, או מושתלי איברים, ועלולים להיות מסכני חיים עבורם. כמו תרופות אחרות ממשפחתה (פלוקונאזול, איטראקונאזול), ווריקונאזול פועלת על-ידי עיכוב בניית דופן התא של הפטרייה. טשטוש הראייה היא תופעת לוואי נפוצה של ווריקונאזול, ועל כן מומלץ להימנע מנהיגה או הפעלת מכונות מסוכנות, עד אשר לומדים כיצד תרופה זו משפיעה. רגישות לאור גם כן אפשרית, ויש להימנע מחשיפה ישירה לקרינת השמש. ווריקונאזול עלולה לגרום לפגיעה בכבד, ועל כן יש צורך לערוך בדיקות לתפקוד הכבד במהלך הטיפול. עלייה באנזימי הכבד חולפת בד""כ עם שינוי המינון, או הפסקת הטיפול. יש לדווח לרופא במידה ומופיעים התסמינים הבאים העלולים להעיד על החמרה בתפקוד הכבד: הצהבה של העור או העיניים, גירוד מתמשך, איבוד התיאבון, עייפות וחולשה, בחילות והקאות חוזרות.",מערכת אוטומטית Architect  שיטה Homogeneous Enzyme Immunoassay‏,60 דקות,לא,CAP,80299,
המעבדה המרכזית לביוכימיה קלינית,800198010,Everolimus,"Certican, Zortress",,,,,דם מלא,"ערבב היטב מיד לאחר הלקיחה למניעת קרישים. דם קרוש יגרום לביטול הביצוע
לא ניתן לבדוק במטופלים המקבלים Sirolimus‏",מבחנת K2EDTA או K3EDTA,Autoaccess Orange other Violet,"1 מ""ל דם מלא  ",לא רלוונטי,4 ימים בקרור,קירור,,מוקד מעבדות,ניטור רמות התרופה בדם כדי לשמור על רמה תרפויטית של התרופה וכדי למנוע הגעה לרמות רעילות‏,"Everolimus is a macrolide immunosuppressant derived by chemical modifi cation of the natural product rapamycin. Rapamycin is produced by certain strains of Streptomyces hygroscopicus.1Immunosupressive treatment strategies are aimed at prevention of T cell activation and/or proliferation. Everolimus acts as a proliferation inhibitor.On a cellular level everolimus inhibits, in general, growth factor-stimulated cell proliferation irrespective of the cell lineage or growth factor involved.Inhibition is reversible since everolimus is not a cytotoxic compound.Everolimus inhibits the T cell response to growth factors arresting clonal expansion of activated T cells by inhibiting G0 to G1 phase. Calcineurin inhibitors, cyclosporine (CsA) and tacrolimus, prevent the activation of T cells by inhibiting G0 to G1 phase transition. The different modes of action for everolimus and calcineurin inhibitors such as cyclosporine provide adequate rationale for the pharmacodynamic synergy.",Chemiluminescent Microparticle Immunoassay,7 ימים,לא,CAP,80299,
המעבדה המרכזית לביוכימיה קלינית,800172010,Methotrexate,Mexate,,,,אין לקחת מחולה המטופל ב-Voraxaze (טיפול ברמות גבוהות של MTX) גם 4 ימים לאחר הפסקת הטיפות ב- Voraxaze.,"גורמי פנים: דם
גורמי חוץ: סרום","יש להעביר את הדגימה מהר ככל הניתן למעבדה, ולהימנע מחשיפה של הדגימה לאור",מבחנת וקוטיינר עם ג'ל‏,Autoaccess blue other Peach,"0.5 מ""ל סרום (1 מ""ל דם מלא)‏","4 מ""ל סרום
 (7 מ""ל דם מלא)‏",2 ימים בקירור 1 חודשים בהקפאה ,להימנע מחשיפה לאור. גורמי פנים: טמפ החדר. גורמי חוץ בקרור,יש לסרכז תוך שעתיים מלקיחה ,מוקד מעבדות,"ניטור רמות התרופה בדם כדי לשמור על רמה תרפויטית של התרופה, הערכת אפשרות של טוקסיות‏","תרופה זו היא תרופה אנטיניאופלסטית המעכבת את האנזים דיהידרפולט רדוקטז. עכוב זה גורם לעצירת יצירת טטראהידרופולט ובסופו של דבר נעצרת סינתיזת הנוקליאוטידים העוצרת את יצור ה- DNA. תרופה זו אפקטיבית נגד ממאירויות שלהם קצב התפשטות תאים מהיר כמו לוקמיה לימפובלסטית חריפה, כוריוקרצינומה, סרטן השד, הלשון, הפרינקס והאשכים. בד""כ לאחר מתן התרופה החולים מקבלים לוקוורין (חומצה פולינית) כדי להציל את התאים הלא ממאירים.‏","FPIA, Abbot TDX",3 שעות,לא ,"EQAS, CAP",80299,
המעבדה המרכזית לביוכימיה קלינית,800166810,Clobazam,"Clobazam, Norclobazam, Frizium",,,,יש לקחת דם לפני מתן התרופה. ,"גורמי פנים: דם
גורמי חוץ: סרום",,מבחנת וקוטיינר עם ג'ל,peach,"0.5 מ""ל סרום (1 מ""ל דם מלא)‏","4 מ""ל סרום (7 מ""ל דם מלא)‏",חודש בהקפאה,גורמי פנים: טמפ החדר. גורמי חוץ בהקפאה,יש לסרכז תוך שעתיים מלקיחה,מוקד מעבדות,הבדיקה נועדה לכמת את רמת תרופה שניתנת למטופלים (Clobazam) ואת המטבוליט הפעיל שלה (N-desmethylclobazam),"Clobazam שייך לקבוצה של בנזודיאזפינים. הוא נקשר לרצפטור GABA-A ומגביר את הזיקה שלו לחומצת אמינו GABA ועל ידי כך הוא מבצע את תפקידו האנטי אפילפטי. 
קלובזם  עובר מטבוליזם בכבד למטבוליט הפעיל N-desmethylclobazam (or norclobazam).  85% של קלובזם קשור לחלבוני הסרום וזמן מחצית החיים שלו יחסית קצר (10-30 שעות). לעומתו המטבולית שלו - N-desmethylclobazam – מצטבר בסרום בריכוזים גבוהים יותר עקב זמן מחצית החיים ארוך יותר (30-80 שעות) ומבצע את הפעילות הפרמקולוגית העיקרית. ",HPLC,שבועיים,לא,LGC,80299,
המעבדה המרכזית לביוכימיה קלינית,800166810,Clobazam and Norclobazam,Frisium,,,,יש לקחת דם מהנבדק באמצעות מבחנת הוקוטיינר לפני מתן תרופה,"גורמי פנים: דם
גורמי חוץ: סרום",,מבחנת וקוטיינר עם ג'ל‏,peach," 0.5מ""ל סרום (1 מ""ל דם מלא)‏"," 4 מ""ל סרום (7 מ""ל דם מלא)‏"," 24 שעות בקירור
30 ימים בהקפאה",גורמי פנים: טמפ החדר. גורמי חוץ בהקפאה,יש לסרכז תוך שעתיים מלקיחה,"
מוקד מעבדות
","ניטור רמות התרופה בדם כדי לשמור על רמה תרפויטית של התרופה, הערכת אפשרות של טוקסיות.‏","Clobazam היא תרופה אנטי אפילפטית, שייכת לקבוצה של בנזודיאזפינים אשר עוברת מטבוליזם בכבד למטבוליט הפעיל Norclobazam. פינוי התרופה מהגוף הינו איטי יותר אצל מטופלים מבוגרים, בעלי תפקודי כבד ירודים, בעלי וריאנט גנטי האחראי על פעילות ירודה של אנזים CYP2C19 שגורמת לעליה ברמות מטבוליט. מחקרים הראו שיש קשר בין רמות גבוהות של קלובזם והמטבוליט שלו לפגיעה במערכת העצבים המרכזית.  
חלק מהמטופלים מקבלים טיפול משולב של קלובזם וקנבידיול cannabidiol - CBD)) שמעכב את הפעילות האנזימתית של CYP3A4 , CYP2C19 וגורם להצטברות של Norclobazam בדם מה שמוביל לתופעות לוואי כגון ישנוניות.
",HPLC,שבועיים,לא,LGC,80299,
המעבדה המרכזית לביוכימיה קלינית,800110840,"Amphetamines qualitative, Urine",,,UTOX,,,שתן,,מבחנת וקוטיינר ללא חומר משמר‏,yellow,,"5 מ""ל ",,,,היחידה לבדיקות דחופות של המעבדה המרכזית,מעקב אחר שמוש בסמים‏,….., אימונוכרומטוגפיה איכותית על Strip‏,1 שעות,24/7,CAP,80101,
המעבדה המרכזית לביוכימיה קלינית,800110840,Barbiturates qualitative urine,UBARB,,UTOX,,,שתן,,מבחנת וקוטיינר ללא חומר משמר‏,yellow,,"5 מ""ל ",,,,היחידה לבדיקות דחופות של המעבדה המרכזית,מעקב אחר שמוש ,"תרופה זו שמשה בתחילה כסם הרדמה. היא משמשת היום אצל מכורים לצורך השראת שינה לאחר ""high"" שנגרם על ידי אמפתאמינים או קוקאין.‏", אימונוכרומטוגפיה איכותית על Strip‏,1 שעות,24/7,CAP,80101,
המעבדה המרכזית לביוכימיה קלינית,800110840,Benzodiazepines qualitative urine,,,UTOX,,,שתן,,מבחנת וקוטיינר ללא חומר משמר‏,yellow,,"5 מ""ל ",,,,היחידה לבדיקות דחופות של המעבדה המרכזית,מעקב אחר שמוש ,….., אימונוכרומטוגפיה איכותית על Strip‏,1 שעות,24/7,CAP,80101,
המעבדה המרכזית לביוכימיה קלינית,800110840,Cannabinoids qualitative urine,"Marijuana, Grass",,UTOX,,,שתן,,מבחנת וקוטיינר ללא חומר משמר‏,yellow,,"5 מ""ל ",,,,היחידה לבדיקות דחופות של המעבדה המרכזית,מעקב אחר שמוש ,….., אימונוכרומטוגפיה איכותית על Strip‏,1 שעות,24/7,CAP,80101,
המעבדה המרכזית לביוכימיה קלינית,800110840,Cocaine  qualitative urine,,,UTOX,,,שתן,,מבחנת וקוטיינר ללא חומר משמר‏,yellow,,"5 מ""ל ",,,,היחידה לבדיקות דחופות של המעבדה המרכזית,מעקב אחר שמוש ,….., אימונוכרומטוגפיה איכותית על Strip‏,1 שעות,24/7,CAP,80101,
המעבדה המרכזית לביוכימיה קלינית,800110840,"Oxycodone, qualitative - urine",OXY,,UTOX,,,שתן,,מבחנת וקוטיינר ללא חומר משמר‏,yellow,,"5 מ""ל ",,,,היחידה לבדיקות דחופות של המעבדה המרכזית,מעקב אחר שמוש ,, אימונוכרומטוגפיה איכותית על Strip‏,1 שעות,24/7,CAP,80101,
המעבדה המרכזית לביוכימיה קלינית,800110840,"Tricyclic antidepressants, qualitative - urine",TCA,,UTOX,,,שתן,,מבחנת וקוטיינר ללא חומר משמר‏,yellow,,"5 מ""ל ",,,,היחידה לבדיקות דחופות של המעבדה המרכזית,מעקב אחר שמוש ,, אימונוכרומטוגפיה איכותית על Strip‏,1 שעות,24/7,CAP,80101,
המעבדה המרכזית לביוכימיה קלינית,800110840,"Methamphetamine, qualitative urine",,,UTOX,,,שתן,,מבחנת וקוטיינר ללא חומר משמר‏,yellow,,"5 מ""ל ",,,,היחידה לבדיקות דחופות של המעבדה המרכזית,מעקב אחר שמוש ,, אימונוכרומטוגפיה איכותית על Strip‏,1 שעות,24/7,CAP,80101,
המעבדה המרכזית לביוכימיה קלינית,800110840,Methadone - urine,,,UTOX,,,שתן,,,yellow,,,,,,היחידה לבדיקות דחופות של המעבדה המרכזית,מעקב אחר שמוש ,, אימונוכרומטוגפיה איכותית על Strip‏,1 שעות,24/7,CAP,80101,
המעבדה המרכזית לביוכימיה קלינית,800110840,Phencyclidine qualitative- urine,PCP,,UTOX,,,שתן,,מבחנת וקוטיינר ללא חומר משמר‏,yellow,,"5 מ""ל ",,,,היחידה לבדיקות דחופות של המעבדה המרכזית,מעקב אחר שמוש בסמים‏,, אימונוכרומטוגפיה איכותית על Strip‏,1 שעות,24/7,CAP,80101,
המעבדה המרכזית לביוכימיה קלינית,800110840,Opiates qualitative urine,"Morphine, Heroine",,UTOX,,,שתן,,מבחנת וקוטיינר ללא חומר משמר‏,yellow,,"5 מ""ל ",,,,היחידה לבדיקות דחופות של המעבדה המרכזית,מעקב אחר שמוש בסמים‏,….., אימונוכרומטוגפיה איכותית על Strip‏,1 שעות,24/7,CAP,80101,
